track_title,id,artist,hotness,genre,genreid,year
Can I Get A…,39,Jay-Z feat. Amil (Of Major Coinz) and Ja,62,Hip hop,4,1999
Doo Wop (That Thing),41,Lauryn Hill,60,Hip hop,4,1999
Anywhere,47,112 feat. Lil’Z,54,Hip hop,4,1999
808,50,Blaque,51,Hip hop,4,1999
Miami,53,Will Smith,48,Hip hop,4,1999
Who Dat,55,JT Money feat. Sole,46,Hip hop,4,1999
Back That Thang Up,75,Juvenile feat. Mannie Fresh and Lil’ Wayne,26,Hip hop,4,1999
Steal My Sunshine,78,Len,23,Hip hop,4,1999
Ghetto Cowboy,87,Mo Thugs Family feat. Bone Thugs-N-Harmony,14,Hip hop,4,1999
Hard Knock Life (Ghetto Anthem),89,Jay-Z,12,Hip hop,4,1999
Jamboree,90,Naughty By Nature feat. Zhane,11,Hip hop,4,1999
Take Me There,91,BLACKstreet and Mya feat. Mase and Blinky Blink,10,Hip hop,4,1999
Satisfy You,95,Puff Daddy feat. R. Kelly,6,Hip hop,4,1999
Believe,1,Cher,100,Pop,5,1999
…Baby One More Time,5,Britney Spears,96,Pop,5,1999
Genie In A Bottle,7,Christina Aguilera,94,Pop,5,1999
Livin’ La Vida Loca,10,Ricky Martin,91,Pop,5,1999
If You Had My Love,12,Jennifer Lopez,89,Pop,5,1999
Have You Ever?,14,Brandy,87,Pop,5,1999
I Want It That Way,15,Backstreet Boys,86,Pop,5,1999
Angel,18,Sarah McLachlan,83,Pop,5,1999
All I Have To Give,25,Backstreet Boys,76,Pop,5,1999
Bailamos,26,Enrique Iglesias,75,Pop,5,1999
I Still Believe,36,Mariah Carey,65,Pop,5,1999
The Hardest Thing,37,98 Degrees,64,Pop,5,1999
Summer Girls,38,LFO,63,Pop,5,1999
Mambo No. 5 (A Little Bit Of…),42,Lou Bega,59,Pop,5,1999
(God Must Have Spent) A Little More Time On You,45,‘N Sync,56,Pop,5,1999
She’s All I Ever Had,52,Ricky Martin,49,Pop,5,1999
Give It To You,63,Jordan Knight,38,Pop,5,1999
I Do (Cherish You),68,98 Degrees,33,Pop,5,1999
Because Of You,69,98 Degrees,32,Pop,5,1999
I Will Remember You (Live),70,Sarah McLachlan,31,Pop,5,1999
Man! I Feel Like A Woman!,77,Shania Twain,24,Pop,5,1999
I Need To Know,79,Marc Anthony,22,Pop,5,1999
Sometimes,86,Britney Spears,15,Pop,5,1999
Stay The Same,92,Joey McIntyre,9,Pop,5,1999
Music Of My Heart,97,N Sync and Gloria Estefan,4,Pop,5,1999
God Must Have Spent A Little More Time On You,100,Alabama feat. ‘N Sync,1,Pop,5,1999
Kiss Me,6,Sixpence None The Richer,95,Pop rock,6,1999
Every Morning,8,Sugar Ray,93,Pop rock,6,1999
All Star,17,Smash Mouth,84,Pop rock,6,1999
Unpretty,20,TLC,81,Pop rock,6,1999
Someday,30,Sugar Ray,71,Pop rock,6,1999
She’s So High,51,Tal Bachman,50,Pop rock,6,1999
Hands,54,Jewel,47,Pop rock,6,1999
No Scrubs,2,TLC,99,R&B,7,1999
Angel Of Mine,3,Monica,98,R&B,7,1999
Heartbreak Hotel,4,Whitney Houston,97,R&B,7,1999
Nobody’s Supposed To Be Here,9,Deborah Cox,92,R&B,7,1999
Where My Girls At?,11,702,90,R&B,7,1999
I’m Your Angel,16,R. Kelly and Celine Dion,85,R&B,7,1999
"Bills, Bills, Bills",21,Destiny’s Child,80,R&B,7,1999
Fortunate,24,Maxwell,77,R&B,7,1999
Lately,31,Divine,70,R&B,7,1999
Sweet Lady,43,Tyrese,58,R&B,7,1999
It’s Not Right But It’s Okay,44,Whitney Houston,57,R&B,7,1999
Tell Me It’s Real,48,K-Ci and JoJo,53,R&B,7,1999
Love Like This,58,Faith Evans,43,R&B,7,1999
You,59,Jesse Powell,42,R&B,7,1999
Trippin’,60,Total feat. Missy Elliott,41,R&B,7,1999
If You (Lovin’ Me),61,Silk,40,R&B,7,1999
Ex-Factor,62,Lauryn Hill,39,R&B,7,1999
Spend My Life With You,65,Eric Benet feat. Tamia,36,R&B,7,1999
These Are The Times,66,Dru Hill,35,R&B,7,1999
Chante’s Got A Man,71,Chante Moore,30,R&B,7,1999
Happily Ever After,72,Case,29,R&B,7,1999
My Love Is Your Love,73,Whitney Houston,28,R&B,7,1999
All Night Long,74,Faith Evans feat. Puff Daddy,27,R&B,7,1999
Almost Doesn’t Count,76,Brandy,25,R&B,7,1999
So Anxious,80,Ginuwine,21,R&B,7,1999
Faded Pictures,81,Case and Joe,20,R&B,7,1999
Back At One,82,Brian McKnight,19,R&B,7,1999
When A Woman’s Fed Up,83,R. Kelly,18,R&B,7,1999
When You Believe,99,Whitney Houston and Mariah Carey,2,R&B,7,1999
Smooth,19,Santana feat. Rob Thomas,82,Rock,8,1999
Fly Away,29,Lenny Kravitz,72,Rock,8,1999
Lullaby,46,Shawn Mullins,55,Rock,8,1999
Out Of My Head,88,Fastball,13,Rock,8,1999
Everything You Want,5,Vertical Horizon,96,Alternative,1,2000
Bent,9,matchbox twenty,92,Alternative,1,2000
Absolutely (Story Of A Girl),35,Nine Days,66,Alternative,1,2000
Never Let You Go,43,Third Eye Blind,58,Alternative,1,2000
Wonderful,54,Everclear,47,Alternative,1,2000
Take A Picture,58,Filter,43,Alternative,1,2000
Otherside,59,Red Hot Chili Peppers,42,Alternative,1,2000
Broadway,84,Goo Goo Dolls,17,Alternative,1,2000
I Need You,44,LeAnn Rimes,57,Christian,11,2000
Breathe,1,Faith Hill,100,Country,2,2000
Amazed,8,Lonestar,93,Country,2,2000
The Way You Love Me,41,Faith Hill,60,Country,2,2000
That’s The Way,74,Jo Dee Messina,27,Country,2,2000
Yes!,79,Chad Brock,22,Country,2,2000
The Best Day,80,George Strait,21,Country,2,2000
How Do You Like Me Now?!,82,Toby Keith,19,Country,2,2000
My Best Friend,83,Tim McGraw,18,Country,2,2000
I Hope You Dance,87,Lee Ann Womack and Sons Of The Desert,14,Country,2,2000
Cowboy Take Me Away,95,Dixie Chicks,6,Country,2,2000
It Feels So Good,34,Sonique,67,EDM,3,2000
Blue (Da Ba Dee),49,iffel 65,52,EDM,3,2000
Better Off Alone,88,Alice Deejay,13,EDM,3,2000
(Hot S**T) Country Grammar,29,Nelly,72,Hip hop,4,2000
Hot Boyz,32,"Missy Elliott feat. Nas, EVE and Q-Tip",69,Hip hop,4,2000
The Real Slim Shady,51,Eminem,50,Hip hop,4,2000
Big Pimpin’,60,Jay-Z feat. UGK,41,Hip hop,4,2000
Shake Ya Ass,68,Mystikal,33,Hip hop,4,2000
Party Up (Up In Here),71,DMX,30,Hip hop,4,2000
Forget About Dre,73,Dr. Dre feat. Eminem,28,Hip hop,4,2000
The Next Episode,76,Dr. Dre feat. Snoop Dogg,25,Hip hop,4,2000
What’chu Like,85,Da Brat feat. Tyrese,16,Hip hop,4,2000
Bounce With Me,94,Lil Bow Wow feat. Xscape,7,Hip hop,4,2000
Maria Maria,3,Santana feat. The Product GandB,98,Pop,5,2000
I Knew I Loved You,7,Savage Garden,94,Pop,5,2000
Music,17,Madonna,84,Pop,5,2000
Doesn’t Really Matter,18,Janet,83,Pop,5,2000
What A Girl Wants,19,Christina Aguilera,82,Pop,5,2000
Bye Bye Bye,21,‘N Sync,80,Pop,5,2000
You Sang To Me,22,Marc Anthony,79,Pop,5,2000
I Need To Know,23,Marc Anthony,78,Pop,5,2000
It’s Gonna Be Me,27,‘N Sync,74,Pop,5,2000
That’s The Way It Is,28,Celine Dion,73,Pop,5,2000
Bring It All To Me,30,Blaque,71,Pop,5,2000
Show Me The Meaning Of Being Lonely,31,Backstreet Boys,70,Pop,5,2000
Back Here,33,BBMak,68,Pop,5,2000
Be With You,37,Enrique Iglesias,64,Pop,5,2000
Come On Over Baby (All I Want Is You),38,Christina Aguilera,63,Pop,5,2000
All The Small Things,40,Blink 182,61,Pop,5,2000
I Turn To You,42,Christina Aguilera,59,Pop,5,2000
Oops!… I Did It Again,55,Britney Spears,46,Pop,5,2000
I Wanna Love You Forever,56,Jessica Simpson,45,Pop,5,2000
Give Me Just One Night (Una Noche ),57,98 Degrees,44,Pop,5,2000
Purest Of Pain (A Puro Dolor),61,Son By Four,40,Pop,5,2000
Faded,66,SoulDecision feat. Thrust,35,Pop,5,2000
Swear It Again,75,Westlife,26,Pop,5,2000
From The Bottom Of My Broken Heart,77,Britney Spears,24,Pop,5,2000
Crash And Burn,78,Savage Garden,23,Pop,5,2000
Girl On TV,93,LFO,8,Pop,5,2000
Gotta Tell You,98,Samantha Mumba,3,Pop,5,2000
Waiting For Tonight,99,Jennifer Lopez,2,Pop,5,2000
Then The Morning Comes,48,Smash Mouth,53,Pop rock,6,2000
Desert Rose,50,Sting feat. Cheb Mami,51,Pop rock,6,2000
I Wanna Know,4,Joe,97,R&B,7,2000
Say My Name,6,Destiny’s Child,95,R&B,7,2000
He Wasn’t Man Enough,10,Toni Braxton,91,R&B,7,2000
Try Again,12,Aaliyah,89,R&B,7,2000
Jumpin Jumpin’,13,Destiny’s Child,88,R&B,7,2000
Thong Song,14,Sisqo,87,R&B,7,2000
There You Go,16,Pink,85,R&B,7,2000
Back At One,20,Brian McKnight,81,R&B,7,2000
Get It On Tonite,24,Montell Jordan,77,R&B,7,2000
Incomplete,25,Sisqo,76,R&B,7,2000
I Try,26,Macy Gray,75,R&B,7,2000
No More,39,Ruff Endz,62,R&B,7,2000
Thank God I Found You,45,Mariah Carey feat. Joe and 98 Degrees,56,R&B,7,2000
Let’s Get Married,46,Jagged Edge,55,R&B,7,2000
My Love Is Your Love,47,Whitney Houston,54,R&B,7,2000
Most Girls,52,Pink,49,R&B,7,2000
Wifey,53,Next,48,R&B,7,2000
He Can’t Love U,62,Jagged Edge,39,R&B,7,2000
Separated,63,Avant,38,R&B,7,2000
I Wish,64,Carl Thomas,37,R&B,7,2000
U Know What’s Up,65,Donell Jones,36,R&B,7,2000
Bag Lady,69,Erykah Badu,32,R&B,7,2000
Case Of The Ex (Whatcha Gonna Do),72,Mya,29,R&B,7,2000
Where I Wanna Be,81,Donell Jones,20,R&B,7,2000
Don’t Think I’m Not,86,Kandi,15,R&B,7,2000
Dance With Me,89,Debelah Morgan,12,R&B,7,2000
What About Now,90,Lonestar,11,R&B,7,2000
I Like It,91,Sammie,10,R&B,7,2000
24/7,92,Kevon Edmonds,9,R&B,7,2000
I Don’t Wanna,96,Aaliyah,5,R&B,7,2000
Independent Women Part I,97,Destiny’s Child,4,R&B,7,2000
Shackles (Praise You),100,Mary Mary,1,R&B,7,2000
Smooth,2,Santana feat. Rob Thomas,99,Rock,8,2000
Higher,11,Creed,90,Rock,8,2000
Kryptonite,15,3 Doors Down,86,Rock,8,2000
With Arms Wide Open,36,Creed,65,Rock,8,2000
Only God Knows Why,67,Kid Rock,34,Rock,8,2000
Meet Virginia,70,Train,31,Rock,8,2000
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
